outlet_id,date,revenue,transactions,cost
4,2026-08-30,61329.28,255,40978.49
4,2026-08-31,49780.89,207,28584.22
4,2026-09-01,53354.97,222,37493.27
4,2026-09-02,45097.75,187,27007.53
4,2026-09-03,50529.68,210,31299.98
4,2026-09-04,46001.01,191,26265.52
4,2026-09-05,62086.75,258,41015.21
4,2026-09-06,55178.91,229,32704.54
4,2026-09-07,49661.99,206,28550.93
4,2026-09-08,51071.47,212,30868.68
4,2026-09-09,46999.51,195,29353.23
4,2026-09-10,46378.26,193,31790.23
4,2026-09-11,51454.91,214,34002.17
4,2026-09-12,50527.91,210,29226.22
4,2026-09-13,51594.88,214,34509.45
4,2026-09-14,50171.13,209,30781.82
4,2026-09-15,50020.99,208,32398.89
4,2026-09-16,47276.71,196,29014.03
4,2026-09-17,51181.69,213,30105.62
5,2026-06-20,29155.36,121,21055.62
5,2026-06-21,29417.53,122,20374.14
5,2026-06-22,23917.96,99,17460.02
5,2026-06-23,23667.43,98,14610.54
5,2026-06-24,27947.69,116,18200.38
5,2026-06-25,26268.85,109,18077.78
5,2026-06-26,26179.35,109,17694.85
5,2026-06-27,33682.41,140,22529.66
5,2026-06-28,31455.72,131,18706.1
5,2026-06-29,23842.52,99,16233.31
5,2026-06-30,26843.25,111,19177.49
5,2026-07-01,27495.2,114,15864.48
5,2026-07-02,25082.66,104,17184.98
5,2026-07-03,29174.42,121,19479.62
5,2026-07-04,32693.27,136,22735.16
5,2026-07-05,28558.19,118,17371.0
5,2026-07-06,29147.43,121,20272.02
5,2026-07-07,28730.87,119,17268.48
5,2026-07-08,27205.35,113,17990.0
5,2026-07-09,25598.44,106,17742.54
5,2026-07-10,27880.12,116,18135.04
5,2026-07-11,30031.17,125,17896.45
5,2026-07-12,28284.55,117,18858.61
5,2026-07-13,28521.49,118,16495.37
5,2026-07-14,25868.79,107,16281.66
5,2026-07-15,28935.82,120,19787.01
5,2026-07-16,26107.55,108,15402.11
5,2026-07-17,23187.0,96,13811.34
5,2026-07-18,30275.73,126,19743.91
5,2026-07-19,33320.69,138,19481.75
5,2026-07-20,28775.01,119,20161.86
5,2026-07-21,28600.1,119,20559.91
5,2026-07-22,25424.7,105,16104.83
5,2026-07-23,25147.98,104,15888.16
5,2026-07-24,23171.65,96,14040.31
5,2026-07-25,29233.69,121,17126.65
5,2026-07-26,32392.65,134,20201.56
5,2026-07-27,23607.29,98,13600.83
5,2026-07-28,28821.6,120,18607.02
5,2026-07-29,28238.31,117,19524.38
5,2026-07-30,25791.18,107,17240.26
5,2026-07-31,28743.6,119,16471.25
5,2026-08-01,28411.83,118,16874.44
5,2026-08-02,34191.59,142,22820.18
5,2026-08-03,25481.2,106,17688.73
5,2026-08-04,24226.45,100,14281.39
5,2026-08-05,24231.85,100,16289.43
5,2026-08-06,26830.2,111,15562.83
5,2026-08-07,28276.01,117,18378.63
5,2026-08-08,30967.59,129,20782.75
5,2026-08-09,31278.64,130,21424.84
5,2026-08-10,24589.0,102,14021.88
5,2026-08-11,25005.04,104,16535.99
5,2026-08-12,23886.24,99,16168.94
5,2026-08-13,26158.76,108,16419.76
5,2026-08-14,29065.01,121,19097.26
5,2026-08-15,32964.65,137,21467.23
5,2026-08-16,26853.8,111,19059.03
5,2026-08-17,22914.29,95,14479.56
5,2026-08-18,25143.52,104,17338.23
5,2026-08-19,17023.09,70,9887.17
5,2026-08-20,16490.01,68,11133.01
5,2026-08-21,15858.12,66,10515.59
5,2026-08-22,22254.68,92,13160.21
5,2026-08-23,20061.24,83,12521.58
5,2026-08-24,18336.4,76,12887.95
5,2026-08-25,18528.95,77,13469.27
5,2026-08-26,17581.31,73,10534.1
5,2026-08-27,16001.49,66,10954.1
5,2026-08-28,19719.16,82,11356.61
5,2026-08-29,19243.76,80,13404.77
5,2026-08-30,22955.01,95,14243.48
5,2026-08-31,16806.96,70,10650.84
5,2026-09-01,19129.86,79,12352.99
5,2026-09-02,15549.94,64,10472.95
5,2026-09-03,16696.79,69,11820.36
5,2026-09-04,15601.35,65,10529.62
5,2026-09-05,19632.28,81,13701.27
5,2026-09-06,20520.41,85,13010.01
5,2026-09-07,17402.98,72,12582.99
5,2026-09-08,16940.08,70,10162.2
5,2026-09-09,18562.9,77,11671.9
5,2026-09-10,19046.59,79,11669.38
5,2026-09-11,15761.35,65,10054.48
5,2026-09-12,20486.0,85,14938.71
5,2026-09-13,19129.12,79,11802.72
5,2026-09-14,15853.22,66,9868.11
5,2026-09-15,16740.6,69,10736.53
5,2026-09-16,18680.55,77,11146.0
5,2026-09-17,17422.16,72,11177.03
6,2026-06-20,46199.24,192,27118.47
6,2026-06-21,42929.84,178,25311.58
6,2026-06-22,38488.9,160,22806.23
6,2026-06-23,34443.14,143,24842.51
6,2026-06-24,42692.62,177,27191.0
6,2026-06-25,43691.63,182,31211.98
6,2026-06-26,42178.67,175,30343.35
6,2026-06-27,48665.85,202,29217.68
6,2026-06-28,41943.96,174,30592.04
6,2026-06-29,38663.51,161,27476.3
6,2026-06-30,38973.33,162,22776.32
6,2026-07-01,37917.48,157,24386.89
6,2026-07-02,36370.99,151,24126.15
6,2026-07-03,34423.39,143,21170.97
6,2026-07-04,47186.83,196,33259.92
6,2026-07-05,48084.24,200,29606.42
6,2026-07-06,34012.92,141,19972.37
6,2026-07-07,35288.1,147,21607.46
6,2026-07-08,37638.99,156,23882.72
6,2026-07-09,34388.76,143,19883.07
6,2026-07-10,39626.82,165,24885.79
6,2026-07-11,43490.58,181,27478.04
6,2026-07-12,45425.98,189,29889.26
6,2026-07-13,42298.66,176,28328.2
6,2026-07-14,40125.98,167,23697.85
6,2026-07-15,34910.35,145,21983.46
6,2026-07-16,43936.03,183,28964.96
6,2026-07-17,37637.25,156,22322.0
6,2026-07-18,47245.99,196,29964.44
6,2026-07-19,40519.06,168,23348.15
6,2026-07-20,41165.82,171,28759.86
6,2026-07-21,39196.03,163,23275.8
6,2026-07-22,42986.36,179,25463.61
6,2026-07-23,43374.08,180,26933.78
6,2026-07-24,37914.56,157,25351.19
6,2026-07-25,50119.3,208,33329.13
6,2026-07-26,46107.53,192,30041.56
6,2026-07-27,38897.05,162,25674.69
6,2026-07-28,38745.41,161,22188.02
6,2026-07-29,37288.77,155,21908.52
6,2026-07-30,38153.72,158,23625.87
6,2026-07-31,43043.5,179,30540.91
6,2026-08-01,47566.63,198,31655.86
6,2026-08-02,43214.52,180,29165.24
6,2026-08-03,43786.66,182,29011.11
6,2026-08-04,36237.29,150,20953.01
6,2026-08-05,38801.75,161,25371.58
6,2026-08-06,41242.79,171,28619.9
6,2026-08-07,37785.13,157,26504.98
6,2026-08-08,42935.33,178,28406.5
6,2026-08-09,48419.27,201,29077.01
6,2026-08-10,38402.13,160,24462.34
6,2026-08-11,38117.42,158,22970.42
6,2026-08-12,39018.45,162,26057.94
6,2026-08-13,38712.08,161,27320.68
6,2026-08-14,41305.86,172,28208.76
6,2026-08-15,46243.55,192,30508.81
6,2026-08-16,51980.14,216,33607.21
6,2026-08-17,37751.0,157,27296.6
6,2026-08-18,38590.99,160,25288.69
6,2026-08-19,39469.21,164,26765.61
6,2026-08-20,42728.02,178,29008.88
6,2026-08-21,42079.04,175,25764.91
6,2026-08-22,45830.71,190,33143.58
6,2026-08-23,43375.77,180,26795.81
6,2026-08-24,43476.66,181,31614.56
6,2026-08-25,41749.71,173,28506.04
6,2026-08-26,40929.03,170,26531.85
6,2026-08-27,38795.21,161,25592.35
6,2026-08-28,43405.68,180,29753.13
6,2026-08-29,43480.86,181,28773.73
6,2026-08-30,46536.79,193,33195.7
6,2026-08-31,37930.56,158,23715.0
6,2026-09-01,41768.87,174,24787.16
6,2026-09-02,34356.55,143,24834.64
6,2026-09-03,34731.36,144,24931.61
6,2026-09-04,40581.56,169,27984.0
6,2026-09-05,42597.79,177,29923.77
6,2026-09-06,43281.56,180,28562.49
6,2026-09-07,36684.24,152,21551.12
6,2026-09-08,41442.63,172,25208.94
6,2026-09-09,34444.76,143,24622.13
6,2026-09-10,36218.31,150,21993.71
6,2026-09-11,34946.01,145,21766.02
6,2026-09-12,45689.81,190,31022.96
6,2026-09-13,41682.22,173,30191.39
6,2026-09-14,43846.01,182,26100.24
6,2026-09-15,40550.33,168,28827.38
6,2026-09-16,38753.59,161,26123.26
6,2026-09-17,41594.94,173,25620.79
